date,continent,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,hosp_patients,icu_patients,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence
2022-02-01,South America,India,5387408,7162,388333,680,70490659,72498,0.924216762,485.1919114,86778815,10507403,44584858,7856,15231,1.27091261,99.63179249,920507852,438.8220595,31.38111848,15.70116343,15.75359334,8840.24539,0.649976285,681.9392241,17.78487637
2020-12-01,Europe,Russia,1087341,5633,283539,84,71641400,30041,0.401348004,240.9541357,32923613,56721960,29903721,56822,15737,1.626547116,27.33125231,190128924,380.6694481,23.92700024,14.87906947,3.008960446,53132.73972,11.00861235,710.2328157,6.277654722
2022-07-01,Europe,Brazil,5558956,4117,258072,481,57738030,2203,0.435090927,358.6542062,49083251,28083349,31934644,56396,10333,1.490715684,35.15737814,544654996,153.8748606,38.91115968,23.64478553,7.853179361,59803.54642,19.23982702,642.0113838,15.09908153
2020-09-01,Asia,India,3031756,8345,41115,455,2279569,51986,0.535380955,223.684239,77980746,47850103,41522028,12637,14922,1.004808219,99.07626971,1110637504,605.6985732,34.97191745,12.99991763,6.280228211,45857.14083,20.9489958,574.5477907,3.429759235
2022-09-01,Europe,India,843523,1518,110084,826,73641998,25370,0.931782993,436.7970966,70921122,49839340,3404469,46534,6746,2.411159756,39.70692618,485004867,695.2917867,35.57979476,11.11496516,3.843895667,5084.891012,24.90112029,377.8363853,14.36927313
2021-03-01,Europe,Italy,92193,2195,473006,961,33148260,434,0.159307482,311.1456879,18490412,12583202,49165869,74038,2477,0.685754379,92.24972097,1105024911,235.5844443,27.50926965,18.64883849,4.825344646,12912.95179,22.35339994,342.9539968,15.42502212
2022-03-01,Europe,Brazil,1186887,3554,341701,229,79109152,62982,0.48386135,231.115483,20323796,21370606,7355483,15266,6137,1.068648983,82.77453799,897853158,243.547776,22.22677794,22.61186109,16.02886827,48052.07064,0.713679895,350.6535272,19.23492583
2020-02-01,Asia,India,8896761,2849,333404,95,62888188,65180,0.218423129,467.8359315,92377179,50365045,1644590,48068,2876,0.684325683,38.62943042,586756958,770.3280573,45.20702202,7.35033659,15.84903505,44804.40225,15.95709303,495.8427306,3.069208775
2020-04-01,Asia,India,2715514,1306,263551,679,58013770,24644,0.558573422,201.4328696,3381281,53231418,68580345,44356,5829,2.208703134,43.22670035,46338094,781.1209621,24.93489599,18.52358189,6.203257156,38977.45957,3.995964183,232.7627903,5.16545528
2020-05-01,Asia,Italy,7102173,4195,440556,420,10497324,3959,0.65981332,187.2249388,32054404,6258185,41188643,25270,13493,1.790929092,99.08462742,623708144,997.3483322,48.12345682,11.26180145,17.40627738,18042.07368,34.26711689,204.6636048,13.88747123
2022-09-01,Asia,Russia,5165679,2305,217364,329,87549747,39593,0.883165678,138.764396,72883476,71370464,64720457,52179,6686,2.254975686,98.1724801,1163429038,480.3350495,25.45515649,14.5919098,6.053119784,58454.49269,44.817949,771.8687859,6.513291806
2022-10-01,Europe,Italy,6180142,7619,236770,438,77907493,39115,0.167040164,432.2138143,54765954,62532618,20995488,35892,10341,2.222945688,1.553013805,687967073,212.1732734,41.89607528,14.17253121,14.42476182,66098.66874,7.343464601,569.072766,3.93641268
2021-08-01,Europe,France,5287118,9280,226024,131,54088798,22540,0.222784964,1.686471775,28400150,66032228,45395536,29512,19034,1.843406511,43.78976367,1299868106,108.2419808,46.64059533,7.921128278,19.95263394,67570.30336,22.48930166,402.9386581,15.82523318
2020-03-01,South America,Russia,1534026,9369,437570,381,21949964,95505,0.440359208,295.2233441,21903634,21695814,16061048,5099,17261,1.359034101,3.758662211,1121306410,807.440147,24.08239713,19.4519948,4.705279297,44000.99603,43.67376708,369.6304031,5.864165123
2020-07-01,Asia,France,8704434,6409,91288,137,86570605,77097,0.887709232,81.22526392,49873396,73234337,23193130,53487,1886,1.771325542,16.10371907,1335696092,269.1488526,37.57165992,12.33736889,8.400443031,60158.15447,15.40051227,555.4211681,13.02284053
2020-11-01,North America,Russia,3467366,4757,471678,942,60311982,22578,0.25244752,492.9019614,4554,45365617,56830184,95847,1303,1.594254761,25.81310822,1107645397,425.4562821,26.29804875,11.19320959,18.15561049,16416.25531,0.056398888,778.1699424,4.979725371
2022-10-01,Asia,Italy,317537,8751,361445,269,80882129,72048,0.84606642,298.6820375,27655865,797039,49260394,77163,17496,2.137804553,93.97435289,1356937479,908.8188418,46.58694135,24.77430822,6.947598252,27535.07004,1.298865207,584.6885723,4.614181837
2021-11-01,Asia,Russia,6953757,1271,249836,549,96656343,52879,0.61781528,80.18673255,13550555,47916632,50872993,90845,7452,1.697364019,62.45350869,234446521,147.2449154,46.12523829,20.58704748,19.21117823,62021.60307,7.618336362,236.7512981,15.43375637
2021-03-01,Europe,Italy,4975026,8801,497619,556,28403632,97282,0.214000049,307.3123913,23468659,61020847,26837887,66886,8439,1.238659905,53.675912,459959044,919.3451473,34.22014265,23.790015,5.856839805,37585.10745,24.81849065,267.3384299,9.392280271
2022-05-01,Europe,India,7795134,2461,218547,912,457195,60669,0.716489863,274.7766866,44590535,8167427,58214921,77812,11452,0.957633171,35.07036498,245775196,49.14023722,28.82003595,21.03544932,12.72947642,48711.70912,41.72329787,238.6938365,15.34274347
2021-11-01,North America,India,2573619,4120,27307,463,71622140,19930,0.227610579,392.1819727,64393554,31985015,38004775,11739,14426,1.177576218,82.77143461,486396056,659.5544777,43.09351237,24.6070858,10.67170675,40641.69097,22.3908975,456.4543932,13.53233087
2020-05-01,North America,Germany,2453752,6124,227436,674,43624911,47950,0.987313982,134.6165893,13372911,23049584,42058904,86838,567,1.734585309,54.07674382,953511484,643.1306244,25.41484796,19.9456851,16.93486047,4758.888094,27.37145683,248.1650082,8.594361126
2020-07-01,Europe,Italy,9752741,8475,225121,449,14197710,95737,0.559886156,326.7710734,60467028,13309392,54742217,12384,9380,0.632923805,23.01031793,1308048926,389.4218893,27.2987623,18.23045102,8.850720503,39699.34864,9.999993543,604.9292691,2.349532005
2022-05-01,North America,Germany,7265760,4396,251063,330,4974198,18687,0.695639258,145.4877529,25147217,27814420,35764930,33094,1353,0.544484098,13.68312082,935168441,473.4830322,27.67047879,18.86697098,17.87463144,45709.16071,28.45793496,756.1356137,18.51053287
2022-05-01,North America,Brazil,1353038,9283,24502,252,77447900,52833,0.118401584,293.3763099,3907336,73028569,69122612,2120,11804,1.373745832,98.55125149,266292173,856.368772,48.5485823,23.00163654,16.80349657,45270.10867,17.41918715,375.5214717,1.150578348
2021-11-01,North America,Brazil,8639483,816,488815,680,64494474,35989,0.25065598,302.5154838,63989763,7906440,44910066,993,14415,2.087147664,1.747321502,470115664,173.3322427,41.89468756,18.66016302,14.46825867,51255.74698,4.936614064,325.7229824,14.95728871
2022-09-01,South America,Brazil,4264694,7331,373957,284,26195344,20758,0.390170715,274.3165553,48919841,77052266,31853298,18150,168,2.19809717,21.83033012,1005294939,517.2269073,22.78537634,9.320198674,19.4956028,63104.05704,4.084214272,373.2774993,6.826750024
2020-12-01,Europe,Germany,9653648,7071,212566,417,48321828,46901,0.045704825,469.3554082,55591171,70466805,30164087,55753,14213,1.585025798,14.1057756,259924787,237.7181563,34.40850617,12.12786035,16.87300689,45736.94122,21.33533826,168.4806934,10.97954274
2020-03-01,Asia,France,9038807,8367,344912,309,53958955,71062,0.791964992,469.2081378,20267512,12494181,46231882,35673,10207,2.132842574,32.03185736,1396829996,170.4479945,47.96412581,10.12502318,6.610217449,23904.6945,37.95165699,730.2222716,18.1173887
2021-08-01,Asia,Germany,6549546,2101,74231,185,23379784,15828,0.406724104,468.9960334,60012509,11030623,26273335,58844,17684,1.901304468,57.87822055,246697513,517.8437381,26.00404924,13.97060827,19.17763623,41409.83438,3.183214263,370.0380647,3.243505277
2021-07-01,Europe,France,7063410,7674,303806,413,11066829,80591,0.436614562,396.5553375,65474054,53673356,19799523,68245,9729,1.138138653,12.07076814,1348416206,634.2188028,32.51314149,12.13537821,19.22774642,40886.25602,33.59823241,386.2556211,17.89210456
2021-12-01,Europe,Italy,9050222,1364,380457,280,98833157,18615,0.0924211,297.9418188,94255466,38437859,32401680,27629,1383,1.852478446,67.88181674,239540535,722.0169969,32.23362957,18.08628141,15.57543391,49924.29279,0.595568709,603.479687,7.20251864
2020-09-01,Asia,France,8001482,7294,227369,958,66928703,37886,0.915950471,256.9605965,29596474,41189732,68167810,44186,15178,1.484399956,74.53238209,1222391415,648.8983343,45.9888488,12.00864852,18.41864323,60785.31565,40.32131,749.1628721,5.450169369
2021-02-01,Asia,Russia,9055605,3676,475450,252,12480210,22838,0.778493099,17.17169218,12068217,29843641,62696968,89621,19921,2.290577713,51.42483559,958462595,127.988912,42.73392394,17.8543071,18.7627535,67767.51991,27.35230092,668.4011506,6.206955498
2022-11-01,Europe,France,1072647,2426,277267,18,4651215,40728,0.056378191,326.6156344,55014811,57281054,67508857,46537,7924,2.448763937,7.875314777,728723334,311.3010799,21.72726467,9.352154403,15.76308575,62533.27687,28.31565158,751.4653446,6.459357808
2020-07-01,North America,Russia,9417063,8089,156688,731,98050827,52798,0.083377563,465.5983401,80427044,23602494,10879507,23472,4991,2.485359235,93.78096972,467714307,881.3882924,36.53591735,6.523555371,19.94201224,52538.13627,26.76729449,182.9590796,3.53353865
2022-01-01,Europe,Germany,8234679,859,273326,222,14411703,70478,0.613013961,353.516944,84113015,43715416,1707346,86298,3622,2.291510758,37.8968127,1000968278,51.80681699,28.26752662,10.72592826,14.41899774,5404.324821,14.15898609,131.1012974,1.155211052
2021-04-01,Asia,Brazil,1950367,4017,162403,853,56357235,5700,0.507365472,428.5420889,42713873,61905689,9084953,72247,8804,1.409977269,9.283920021,725893948,552.8086659,20.7230752,10.00075277,9.377937208,59668.79656,40.30674625,558.8932884,18.96302271
2022-02-01,Europe,Russia,1910705,8560,177170,464,93493444,38839,0.734373479,135.4737374,35850508,74915856,59342187,56373,16988,2.343398467,70.69195741,57196834,974.7424701,23.54692174,8.649972284,7.152914184,34804.53226,40.52965839,438.1667124,8.633385364
2020-05-01,North America,France,1601596,8342,26128,227,8333715,10248,0.120840451,377.7308565,53034883,18096451,50235992,61264,620,1.484387775,8.222885278,256401844,634.5912182,29.33949963,20.65758632,3.200120817,56952.10281,13.69397036,265.2434424,9.442301882
2021-12-01,Europe,India,3791481,1134,31556,912,2626263,45291,0.221284066,287.2834518,94341910,49940502,1377189,15979,15335,2.355265159,0.01654965,220106398,454.6497445,35.27447286,9.443998742,17.82355908,65852.9811,28.00323403,716.259364,2.286967315
2022-08-01,Asia,Germany,6348564,5694,152948,520,58926418,17177,0.391336563,91.95523256,61104054,3814859,34315212,24997,155,2.018228537,67.61927496,332437859,420.1831665,30.7262571,6.444560427,13.21174018,50442.419,40.29999779,588.9781845,5.465754937
2021-11-01,Europe,India,4150276,6136,140021,701,99683685,19483,0.559615006,179.5867939,10906180,26573320,10890082,56144,8160,1.939956547,43.83398724,325391564,532.4902129,21.15615,8.308853553,13.55794443,31496.59598,49.57406092,390.7281283,15.6922698
2022-06-01,Europe,Brazil,5354075,4164,90054,916,29827324,38533,0.963775182,237.4641765,94852877,29705636,60293912,81369,6681,2.067519272,63.40593911,474833145,921.7627445,48.31597019,17.05631644,11.66049949,57338.24939,45.69733524,212.078103,15.19798575
2022-12-01,Europe,Russia,5279548,2346,202278,971,46410998,26,0.93084367,300.1452214,42884859,29581714,51391591,85721,15903,1.466593158,8.581747759,1145309217,299.7414262,38.55690867,8.686663574,9.073837658,62931.26085,32.10844038,662.5140412,14.1210699
2022-06-01,North America,Germany,7904069,4897,235943,991,19730934,87242,0.734150056,19.49570235,22866887,14176712,41780585,87393,2715,1.604454294,51.25756848,1342567977,917.2134325,23.63334616,21.46523489,12.69706148,51411.79323,24.007244,584.6267822,11.38919093
2021-12-01,South America,France,2245131,8252,405932,138,55284945,24660,0.950872205,375.3446092,83337167,29189602,18378648,9603,4339,0.814879409,34.03732715,819576426,224.8969806,28.06460845,11.61306295,12.40383992,38256.79489,11.78574833,309.9593939,13.88650398
2020-10-01,North America,Brazil,4246049,5041,183683,275,29862571,55103,0.083471945,474.5919422,54648902,32916977,61337888,76977,8070,0.62911718,46.47539273,752238015,385.2376942,29.75695063,16.13190426,7.996240256,67817.64798,4.212763564,657.1924821,10.99740752
2022-09-01,Europe,Russia,8480473,3901,169957,290,94626818,52253,0.00563476,174.3406445,20883868,40242202,17102267,4570,449,1.232373302,63.50769036,326516955,535.5827083,48.82259501,10.86899941,13.20096774,67145.12236,22.1167959,173.6703879,4.915682861
2021-05-01,Asia,India,2906158,4426,7837,109,33943120,98315,0.762833425,352.4564641,11195784,60939451,21631018,18467,4017,2.104384135,55.94800646,1212024658,453.2658735,31.40557469,20.02864038,12.51126638,56839.4332,34.77853177,562.1751722,1.264430982
2022-01-01,North America,France,3125354,1629,178371,947,56427547,95220,0.545239175,306.0547888,72868030,31730409,62217540,44638,13582,2.415810573,62.84528417,680541119,971.1000783,27.13417221,13.10538016,11.80571046,58227.05624,17.71014895,468.1922688,6.097057927
2022-02-01,Europe,France,8083123,4370,102413,869,46315118,21797,0.811858223,208.3595575,79175395,39075927,14291476,66175,15947,1.152782486,54.96169935,730820795,660.6611246,40.86814713,21.14776347,18.86272528,8121.519908,35.63990199,479.2466703,11.35314527
2022-12-01,Europe,France,9956046,5283,51012,46,71668572,71310,0.829413497,308.9865234,62393644,24331881,50107599,58918,11932,0.876530295,56.15083531,794837211,446.4682308,32.13647037,8.463338943,6.795800834,63141.04206,27.3893803,607.9139326,11.91322902
2021-06-01,Europe,Germany,9306167,1993,452521,939,81918187,66332,0.726818641,481.3684557,82719534,3874044,7465622,15211,10985,1.832402819,86.51704735,838561100,740.1992224,24.89998666,13.99765046,17.1135855,23557.6441,49.48928876,799.5690247,16.19531759
2020-05-01,Asia,Italy,635605,869,218168,559,8941164,93925,0.793312846,76.57404183,85195185,39297574,48293340,13496,6375,1.657772859,2.871799354,725768868,131.5920456,23.66173843,20.46987094,12.8074836,54603.44672,30.91004106,656.5031073,14.41794721
2021-07-01,South America,Germany,7479821,1014,148178,751,45789106,62907,0.670982341,492.8868326,1205290,74951054,19420089,94381,15805,1.374981021,63.2664807,514274325,264.7566606,45.18361148,21.52279974,7.839004346,29628.72349,44.83640965,539.3531336,1.086233825
2020-12-01,Europe,India,7413718,8685,8720,435,78042423,2024,0.51404279,444.0971129,1280202,47998879,44813748,41145,5273,1.891680208,14.03295531,962781223,683.2025656,48.42744807,8.798150135,13.06638437,53481.38387,0.418112819,275.4892689,6.019896986
2020-10-01,South America,Italy,7585153,7240,224970,835,79280069,6584,0.298646014,442.0428483,36355296,2462396,38918797,83238,16470,1.041039112,31.7881982,512040304,719.6135266,48.13915819,8.287781409,14.50055292,23589.83913,41.20979777,474.7097669,12.05012844
2022-09-01,Europe,Russia,5914988,7786,224866,650,24125291,90998,0.542902131,333.3077284,17986272,71765752,67324456,74255,6846,0.68423372,42.36513445,627204525,914.4571507,20.423559,9.562638652,17.19103855,26025.65106,39.37470233,775.3763098,9.80772427
2021-05-01,Europe,Italy,2901614,5488,414336,72,74359466,63115,0.97468992,224.208104,99824547,58417997,39128074,19403,18135,1.431476188,52.36920343,1059037340,709.6804245,34.1117227,23.39214645,8.952941752,54307.14637,35.93882623,199.5537581,14.36884051
2021-04-01,North America,France,2966422,4027,150862,515,31620220,7370,0.258751645,328.452053,3121754,68234044,64254610,92345,5161,1.426002038,85.97869292,893327644,215.4182549,36.41855503,10.28111477,13.11340258,21422.39568,15.69096255,115.9378956,3.367485206
2022-11-01,Europe,Brazil,3708654,2912,58655,75,77359789,17903,0.309293064,372.3445108,77227347,77650542,38250816,25150,3420,2.429547838,63.17966157,760324057,333.8549697,32.25380172,15.83704261,18.05813065,37711.06341,8.436028012,187.8838491,9.280394845
2021-07-01,North America,Germany,7315436,9909,190715,840,91746578,32499,0.161587502,226.9700291,4896544,13629960,9297710,75762,15029,1.819711276,1.728567097,626685702,424.7864888,43.23106362,13.22917474,16.43758347,22634.32799,31.07093586,618.1983314,14.98639539
2020-08-01,Europe,India,118033,4744,93448,76,70016732,97904,0.822980625,41.72605787,3910936,50924818,47632051,46940,18867,0.837319116,17.29522782,962573712,796.3823621,47.92119229,11.72018822,12.92736932,18930.95319,33.85431961,387.5024584,18.54077991
2020-03-01,Europe,Italy,9018873,1873,178446,815,71168825,22995,0.586589401,385.7198845,4493291,15241174,36625260,50476,3212,1.396317656,34.89498221,1374725424,498.640439,22.59236156,16.44305383,19.72347172,37931.64195,28.39853454,182.2287105,17.59813515
2020-08-01,South America,India,9810404,8636,120507,613,54595952,70402,0.342919659,455.4376043,10853844,29407387,30735632,23938,14929,1.119066852,71.01192624,807558824,236.3031984,22.4083155,22.01126593,16.91314646,17733.87028,35.42431357,512.3303168,18.61624529
2021-03-01,Asia,Italy,2319049,3641,296956,105,85787137,13566,0.193633425,173.4844992,14898793,59226021,51779824,75302,6042,2.482432153,3.309313174,611765572,923.8408203,48.67494358,6.063442155,18.4366513,17775.9002,48.1311182,619.0799746,13.98958413
2022-09-01,Europe,Brazil,7587768,5307,313045,550,79118906,51222,0.732619821,116.4319949,81584887,27751750,1321918,25762,9678,2.383120739,77.01487637,1068410297,571.7910042,24.57809873,24.8156252,11.42684386,36223.26222,25.98290732,795.5455786,2.689566778
2021-05-01,North America,India,3720464,8933,60186,475,785514,94088,0.614115154,281.1407821,19963714,21246102,68691110,28724,19911,0.763345059,34.39293364,128521538,157.2919382,37.0987134,19.95365824,6.325704028,27548.96831,44.32797374,403.9139044,1.751605024
2022-07-01,Europe,Italy,2192614,2041,122066,825,43016496,90450,0.206338879,471.3298716,69842061,73470708,40134982,90586,3754,0.968510514,43.028206,1101459938,439.9009582,27.89711416,21.07857807,10.83522107,59221.49857,1.472560015,318.2635613,9.16328132
2021-01-01,Asia,Germany,770173,679,390508,274,52252235,50668,0.145065395,256.1413649,43021774,7592387,21226336,20653,11187,1.384133916,90.53045283,556513778,904.765481,33.9292705,17.0540215,17.51604291,21526.85405,43.05760608,240.8376761,16.73228704
2022-10-01,Europe,India,1655016,9550,36160,880,6761510,22333,0.000118645,366.4224684,9946581,12258415,38680463,42773,546,2.19933479,36.62375586,1395065283,162.4506409,20.09244195,6.851694112,3.804215718,9204.797029,0.279145479,762.840633,5.460694683
2022-04-01,North America,France,9312483,8033,76208,76,54972496,52442,0.389553136,360.7570322,78098270,64174019,62905586,11571,7350,2.061533686,79.36898294,473573660,333.9693507,22.88811629,15.81486094,11.05971579,24941.29145,29.74898112,471.9648369,15.46443946
2021-06-01,Europe,France,8376430,62,473196,441,69976656,20954,0.691349864,162.4114076,79475490,25315689,25770099,37320,13389,1.02354002,12.20767774,711803333,648.0637063,22.91293105,24.13463781,4.457987622,37161.88297,12.01151991,523.6822419,12.89719939
2022-10-01,Asia,Brazil,3880993,7829,465536,539,56167212,75174,0.695039376,394.5450758,32381855,24547530,47453878,48853,14643,1.070891365,92.74097567,669266980,501.1951572,48.37332239,17.74950515,16.51312925,1051.357727,17.37415272,507.0778353,9.361720595
2022-11-01,Asia,Russia,8469872,6915,459822,577,62266006,9675,0.691073607,128.0535458,177589,10556895,30955161,89116,1968,1.106150734,8.481764353,601701867,704.2902517,42.47924239,14.5510023,13.97778557,13119.85139,21.22028789,206.56787,16.65933842
2021-01-01,South America,Brazil,6482532,3644,231226,381,86040963,31661,0.976931417,274.2367106,24771506,72723232,38259443,71801,1259,2.00497212,73.663157,1062653528,786.413133,45.43911339,19.90859119,17.63195394,12459.5839,26.72515885,405.646527,16.9215041
2022-07-01,South America,India,5196467,4970,455775,981,40970474,64289,0.162460214,142.5781444,83603151,68468762,36172880,44489,14145,0.567982102,71.60508895,1088731681,848.9872482,21.75226214,15.03663043,15.56766655,14463.8445,40.73922209,230.3173867,7.558009838
2022-02-01,Europe,Russia,5952793,8003,447421,716,77547085,17184,0.600667268,467.5434448,75504058,36126278,438343,72277,19317,1.956787476,53.40560689,1318310097,602.4062879,23.58457379,12.3930674,9.603186053,68887.74491,49.11376326,720.6562216,12.81615355
2022-09-01,Europe,Russia,8961343,3278,241766,569,32801599,47963,0.491238776,345.4255877,50060743,44875847,62012633,1837,2509,2.147127543,49.27374744,103060264,928.3910322,29.5133877,24.37098763,13.70131214,42036.38788,12.57288204,633.1899614,4.657454425
2020-11-01,Europe,Brazil,9301434,9014,195413,736,92613538,62303,0.749990432,307.3211773,53176461,40438659,47637305,82945,12264,0.623694214,82.05588418,54551452,599.4419478,34.16697628,24.05663994,19.75218235,57534.69302,19.7833625,133.1883826,9.509684211
2020-08-01,South America,Brazil,2697143,3074,357521,141,37234452,76465,0.27550802,435.1794156,12134801,47425803,12799565,56964,17946,1.070927606,69.86400381,617799517,907.1043373,35.1072429,9.419404844,16.53383672,47069.96122,7.177713808,535.5717899,6.977324836
2020-01-01,Europe,France,9192300,7552,212909,367,91342130,52647,0.37483057,122.3795754,71515319,18494308,13844015,82578,3669,1.662267347,81.9770691,1123629294,525.9792161,39.45162444,23.90764274,5.607463699,44627.55767,25.05624398,407.4478804,10.16413418
2021-07-01,Europe,India,9549765,1637,65439,83,16279720,62814,0.244204473,324.4241643,94856555,38674548,47641911,82597,18865,1.850903087,74.97807435,1071426517,362.695757,46.63526462,16.41740513,3.301469923,45806.76999,30.99811912,560.4270936,10.7157908
2022-11-01,Europe,India,1314532,5103,138266,142,17267184,36025,0.430705332,309.5796864,85233456,16361635,61784115,94522,11622,1.768283992,99.20265998,579137468,884.0346973,29.8854266,9.283206879,12.95131325,65063.02442,7.530627714,700.5401717,4.015412728
2022-01-01,North America,Italy,421240,9116,202459,351,99025272,77605,0.473345881,410.4218318,96105441,15797100,29863201,53198,16588,1.214694741,13.29951079,277864169,131.4998992,38.57557819,21.35624928,5.450050401,13815.9547,37.48044079,630.5907977,4.311952802
2020-09-01,Asia,Germany,944789,644,121361,544,88136029,981,0.744221673,89.0662985,93992123,30378773,37031355,85741,15040,1.496795669,71.52953959,1357661745,478.7676871,29.95846892,22.59836495,16.26736876,19956.37247,48.6790906,431.403942,1.557594451
2020-05-01,Europe,Germany,8375741,241,492508,445,75086590,25587,0.896197798,480.218652,654405,9658083,53053066,45507,15516,2.280992308,97.53706505,693527885,510.737668,32.60146563,17.48539602,19.93310636,63590.21468,1.786135691,673.9905913,18.46274126
2022-08-01,Asia,Brazil,5056861,2668,29777,652,46252037,77192,0.108786609,87.19413312,68244053,62750680,3097937,34356,4263,1.184652753,54.74848939,525291079,264.2499662,22.73682564,14.6560105,19.25218327,29405.62421,48.00064554,118.9277828,4.788869282
2020-03-01,Asia,Brazil,6436446,802,256427,957,18885935,92862,0.472914045,155.6498864,50326407,42256091,47530539,86501,4737,2.102312764,69.90415947,1206555556,858.3749522,45.9835146,18.37565449,5.237147433,31540.37691,35.01327987,648.0742757,2.253270165
2022-12-01,Europe,France,4148887,5059,157255,762,60332499,84046,0.750353122,291.435786,46117348,5851493,13133815,62570,17489,1.001979505,2.008481001,919284868,660.9500746,48.74207166,7.233993309,8.657797271,31936.59859,9.434486351,219.3903465,8.679227746
2022-05-01,Europe,Italy,9595702,195,420661,302,81471680,53013,0.611491334,366.1975229,81255822,78420707,31358373,12854,16027,0.583280703,51.96651056,933513930,859.6059356,34.32242539,7.718271021,9.643388146,43262.02336,18.19373995,499.7779331,4.656852875
2022-09-01,South America,Germany,9057014,2187,198110,623,7603495,84511,0.100585657,172.1856952,14094233,59432931,20560130,33013,6830,1.500801185,25.5800406,391583806,283.2830561,26.64011624,12.25779112,8.045618328,53862.56407,25.3876534,664.5622764,2.173617433
2022-05-01,Europe,Germany,3668866,2330,349345,655,24208253,9665,0.396606125,332.1294886,29903398,8482043,53692578,31654,10015,2.284964087,13.12446424,1346367287,640.686326,39.93968597,10.17520575,18.88596551,25239.16705,35.13188678,492.9018961,15.30182192
2021-06-01,Asia,Italy,7082212,8468,181649,223,65503200,52474,0.178607909,355.5113588,27342850,15987340,14772583,60254,15053,2.319871549,90.48651516,333534182,814.121677,21.1529943,18.67941572,17.86659184,39229.25021,32.82870617,313.5701684,9.892360014
2021-03-01,Europe,France,4989847,3927,62501,263,51032086,25185,0.376149784,455.7146544,29397653,58403069,18365877,45206,19765,0.597998008,64.82301152,924007807,598.9705527,43.90203056,8.743351404,14.84844082,62321.39473,29.88111377,677.5356286,7.731969869
2021-09-01,Europe,Brazil,8929285,6296,145338,755,72179262,75911,0.200320486,138.661471,77555778,51825580,61449319,36019,11703,0.55584924,25.34347991,205259632,617.4327856,44.87018173,23.39647671,17.72476235,62813.32045,25.42658033,676.3636538,7.902447777
2021-07-01,Europe,Germany,7643603,2591,301566,2,20469532,92643,0.414109082,102.6401783,22047424,25745048,49632627,16281,10398,1.470227468,18.21930187,1164842578,538.5046621,33.19519193,20.74319681,14.63054825,34617.56992,22.53465253,297.9103087,16.63667702
2020-10-01,Europe,France,3094235,8758,166280,636,74263452,30484,0.613995124,182.1119669,74815459,7366210,62825352,5863,19569,1.592645711,24.37536211,924569534,633.7480021,42.59766176,17.53561604,6.208236583,2697.363139,10.27563981,659.2424399,14.97041496
2020-10-01,South America,Italy,9560067,9763,121544,267,39242473,45610,0.213497394,325.0781104,66557245,28410975,16749158,52203,6306,0.659825841,23.2292991,522148354,175.5545885,37.43675792,23.17857709,14.01815078,59278.91459,23.61679562,125.6443891,18.04193125
2020-07-01,Asia,India,5986126,6121,424429,595,53009697,50807,0.291439083,430.8389931,83993656,29034662,51709929,75238,12573,2.344481307,86.45016283,10955553,687.933667,31.24325889,10.31737499,11.75502788,1042.950469,9.482756902,244.5193834,3.669833062
2021-08-01,South America,Germany,2859653,1200,138439,15,61432741,50907,0.854546502,66.03939117,30149263,71311168,9007802,36539,17248,1.936433657,78.73394015,1031198501,342.4310732,45.28226264,13.43426404,19.69220951,33999.50085,2.230574351,460.1520925,11.14152277
2021-11-01,Europe,Russia,387952,2854,255230,333,83686837,57389,0.999009462,406.9010886,80948111,47185226,49369451,79072,8246,2.102564717,85.27365341,1030330527,457.5332052,49.96272644,6.715739608,11.6694143,2365.520877,18.69122455,384.7223138,1.383618886
2022-11-01,Asia,France,1030117,7024,472242,463,55319087,25835,0.318172691,406.4116973,93505906,3022721,19680276,42088,16941,1.668046502,73.48720437,362941618,339.7782704,46.97846922,14.12363642,3.653734714,25328.79931,1.247786937,178.3217798,16.68491805
2020-10-01,Europe,Germany,2896818,9428,35362,58,53177805,95279,0.148856804,293.4596783,99051894,108407,54196883,62438,13018,1.827088152,64.35503615,1002176755,479.1968415,43.28575915,15.12801459,7.491221683,44936.76334,28.12724815,129.2043219,7.965025496
2020-01-01,Europe,Russia,2357821,6972,250449,176,89455219,96453,0.79317082,380.3239698,64163891,28298069,13608933,16077,13088,1.27572046,52.78746897,1236426676,625.3535342,42.42523917,17.32133847,18.59548993,26612.86231,3.619622667,527.8197953,2.316826285
2022-03-01,North America,Russia,5584263,1029,169357,957,16997378,76960,0.100401143,84.79300041,59449384,45662381,46596794,31052,16831,2.456365783,70.53629577,830077830,488.6007071,45.60852491,5.649320385,15.3844758,45212.69071,49.00714187,111.1732112,6.451335845
2021-02-01,North America,Brazil,8386180,7206,256157,306,64419062,75846,0.078049528,249.0742186,26683482,47312110,52079814,13518,3819,1.183267446,51.10615436,654704543,493.0624601,25.45188531,8.782666246,3.400203592,26836.15617,18.34272838,314.7369813,3.405617016
2021-04-01,Europe,Germany,64323,661,205827,245,81718933,18951,0.625356402,122.9686071,71883651,32831902,25731818,7396,11164,1.070478245,19.52747685,874205613,691.9156274,43.04149173,20.17576684,11.15311505,3659.503176,33.6631428,503.6251449,11.55973112
